"DateTime","Players","Flags","Twitch Viewers"
"2015-01-13 00:00:00",700680
"2015-01-14 00:00:00",819856
"2015-01-15 00:00:00",846903
"2015-01-16 00:00:00",918330
"2015-01-17 00:00:00",867482
"2015-01-18 00:00:00",794596
"2015-01-19 00:00:00",779020
"2015-01-20 00:00:00",789035
"2015-01-21 00:00:00",803806
"2015-01-22 00:00:00",860424
"2015-01-23 00:00:00",918844
"2015-01-24 00:00:00",899373
"2015-01-25 00:00:00",795036
"2015-01-26 00:00:00",799664
"2015-01-27 00:00:00",799664
"2015-01-28 00:00:00",845424
"2015-01-29 00:00:00",911684
"2015-01-30 00:00:00",967892
"2015-01-31 00:00:00",946322
"2015-02-01 00:00:00",1262612
"2015-02-02 00:00:00",823464
"2015-02-03 00:00:00",822106
"2015-02-04 00:00:00",849207
"2015-02-05 00:00:00",843125
"2015-02-06 00:00:00",639451
"2015-02-07 00:00:00",639451
"2015-02-08 00:00:00",639451
"2015-02-09 00:00:00",639451
"2015-02-10 00:00:00",490132
"2015-02-11 00:00:00",490132
"2015-02-12 00:00:00",490132
"2015-02-13 00:00:00",1075464
"2015-02-14 00:00:00",1059384
"2015-02-15 00:00:00",986689
"2015-02-16 00:00:00",
"2015-02-17 00:00:00",696702
"2015-02-18 00:00:00",1195170
"2015-02-19 00:00:00",1179958
"2015-02-20 00:00:00",1227193
"2015-02-21 00:00:00",1263992
"2015-02-22 00:00:00",1193305
"2015-02-23 00:00:00",1174502
"2015-02-24 00:00:00",626977
"2015-02-25 00:00:00",
"2015-02-26 00:00:00",
"2015-02-27 00:00:00",
"2015-02-28 00:00:00",
"2015-03-01 00:00:00",1213940
"2015-03-02 00:00:00",
"2015-03-03 00:00:00",
"2015-03-04 00:00:00",
"2015-03-05 00:00:00",
"2015-03-06 00:00:00",
"2015-03-07 00:00:00",
"2015-03-08 00:00:00",
"2015-03-09 00:00:00",
"2015-03-10 00:00:00",
"2015-03-11 00:00:00",
"2015-03-12 00:00:00",
"2015-03-13 00:00:00",
"2015-03-14 00:00:00",
"2015-03-15 00:00:00",
"2015-03-16 00:00:00",
"2015-03-17 00:00:00",
"2015-03-18 00:00:00",
"2015-03-19 00:00:00",913348
"2015-03-20 00:00:00",957147
"2015-03-21 00:00:00",911731
"2015-03-22 00:00:00",867248
"2015-03-23 00:00:00",864013
"2015-03-24 00:00:00",842421
"2015-03-25 00:00:00",842888
"2015-03-26 00:00:00",629409
"2015-03-27 00:00:00",
"2015-03-28 00:00:00",
"2015-03-29 00:00:00",853529
"2015-03-30 00:00:00",836449
"2015-03-31 00:00:00",842393
"2015-04-01 00:00:00",929677
"2015-04-02 00:00:00",901462
"2015-04-03 00:00:00",922695
"2015-04-04 00:00:00",929965
"2015-04-05 00:00:00",843453
"2015-04-06 00:00:00",834242
"2015-04-07 00:00:00",826130
"2015-04-08 00:00:00",820298
"2015-04-09 00:00:00",875481
"2015-04-10 00:00:00",903257
"2015-04-11 00:00:00",849645
"2015-04-12 00:00:00",771792
"2015-04-13 00:00:00",721862
"2015-04-14 00:00:00",
"2015-04-15 00:00:00",779682
"2015-04-16 00:00:00",831742
"2015-04-17 00:00:00",902325
"2015-04-18 00:00:00",872549
"2015-04-19 00:00:00",872742
"2015-04-20 00:00:00",794160
"2015-04-21 00:00:00",789852
"2015-04-22 00:00:00",780972
"2015-04-23 00:00:00",802508
"2015-04-24 00:00:00",852601
"2015-04-25 00:00:00",852890
"2015-04-26 00:00:00",807832
"2015-04-27 00:00:00",772144
"2015-04-28 00:00:00",774202
"2015-04-29 00:00:00",836630
"2015-04-30 00:00:00",898359
"2015-05-01 00:00:00",950606
"2015-05-02 00:00:00",950822
"2015-05-03 00:00:00",928579
"2015-05-04 00:00:00",882081
"2015-05-05 00:00:00",857429
"2015-05-06 00:00:00",869201
"2015-05-07 00:00:00",912552
"2015-05-08 00:00:00",926583
"2015-05-09 00:00:00",926577
"2015-05-10 00:00:00",900144
"2015-05-11 00:00:00",867261
"2015-05-12 00:00:00",834134
"2015-05-13 00:00:00",836113
"2015-05-14 00:00:00",923163
"2015-05-15 00:00:00",970403
"2015-05-16 00:00:00",967674
"2015-05-17 00:00:00",947464
"2015-05-18 00:00:00",855852
"2015-05-19 00:00:00",853462
"2015-05-20 00:00:00",847976
"2015-05-21 00:00:00",888099
"2015-05-22 00:00:00",923872
"2015-05-23 00:00:00",923516
"2015-05-24 00:00:00",934059
"2015-05-25 00:00:00",934021
"2015-05-26 00:00:00",903191
"2015-05-27 00:00:00",903871
"2015-05-28 00:00:00",953994
"2015-05-29 00:00:00",967041
"2015-05-30 00:00:00",967028
"2015-05-31 00:00:00",948817
"2015-06-01 00:00:00",894667
"2015-06-02 00:00:00",880873
"2015-06-03 00:00:00",881166
"2015-06-04 00:00:00",906295
"2015-06-05 00:00:00",914899
"2015-06-06 00:00:00",914947
"2015-06-07 00:00:00",915726
"2015-06-08 00:00:00",876602
"2015-06-09 00:00:00",870367
"2015-06-10 00:00:00",842885
"2015-06-11 00:00:00",859840
"2015-06-12 00:00:00",830005
