"","Stream start time","Stream length","Avg viewers","Peak viewers","Followers gained","Followers per hour","Views","Views per hour","Games"
"169","Thursday 20th June 2019 22:10","634","6458","8135","273","26","87922","7966.68","World of Warcraft|World_of_Warcraft|https://static-cdn.jtvnw.net/ttv-boxart/World%20of%20Warcraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"170","Wednesday 19th June 2019 21:29","660","7412","8593","256","23.8","106762","9525.2","World of Warcraft|World_of_Warcraft|https://static-cdn.jtvnw.net/ttv-boxart/World%20of%20Warcraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"171","Tuesday 18th June 2019 23:20","729","7222","8751","1477","123.08","110667","8962","World of Warcraft|World_of_Warcraft|https://static-cdn.jtvnw.net/ttv-boxart/World%20of%20Warcraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"172","Monday 17th June 2019 23:06","533","7297","8984","396","45.24","87846","9748.68","World of Warcraft|World_of_Warcraft|https://static-cdn.jtvnw.net/ttv-boxart/World%20of%20Warcraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"173","Sunday 16th June 2019 22:51","578","8482","10364","586","61.68","113095","11440.32","World of Warcraft|World_of_Warcraft|https://static-cdn.jtvnw.net/ttv-boxart/World%20of%20Warcraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"174","Saturday 15th June 2019 23:03","551","9933","11903","638","70.88","109516","11535.32","World of Warcraft|World_of_Warcraft|https://static-cdn.jtvnw.net/ttv-boxart/World%20of%20Warcraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"175","Friday 14th June 2019 23:00","659","8979","14025","704","64","140634","12784.92","World of Warcraft|World_of_Warcraft|https://static-cdn.jtvnw.net/ttv-boxart/World%20of%20Warcraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"176","Thursday 13th June 2019 22:47","597","9190","10751","873","89.52","111651","10923.68","World of Warcraft|World_of_Warcraft|https://static-cdn.jtvnw.net/ttv-boxart/World%20of%20Warcraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"177","Wednesday 12th June 2019 23:34","685","9000","13295","824","73.24","118634","10079.72","World of Warcraft|World_of_Warcraft|https://static-cdn.jtvnw.net/ttv-boxart/World%20of%20Warcraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"178","Tuesday 11th June 2019 21:06","728","12443","15747","1001","83.4","172704","14003.76","World of Warcraft|World_of_Warcraft|https://static-cdn.jtvnw.net/ttv-boxart/World%20of%20Warcraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"179","Monday 10th June 2019 21:08","606","10617","14281","581","58.12","138345","13206.72","World of Warcraft|World_of_Warcraft|https://static-cdn.jtvnw.net/ttv-boxart/World%20of%20Warcraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"180","Monday 10th June 2019 01:15","479","12638","16968","1006","125.76","116301","14537.64","World of Warcraft|World_of_Warcraft|https://static-cdn.jtvnw.net/ttv-boxart/World%20of%20Warcraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"181","Sunday 9th June 2019 00:15","1259","16029","22383","5602","266.76","354342","16593.96","World of Warcraft|World_of_Warcraft|https://static-cdn.jtvnw.net/ttv-boxart/World%20of%20Warcraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"182","Friday 7th June 2019 21:08","831","9887","16396","724","52.64","149958","10906.04","World of Warcraft|World_of_Warcraft|https://static-cdn.jtvnw.net/ttv-boxart/World%20of%20Warcraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"183","Thursday 6th June 2019 23:03","656","10944","14005","839","76.28","137413","12492.08","World of Warcraft|World_of_Warcraft|https://static-cdn.jtvnw.net/ttv-boxart/World%20of%20Warcraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"184","Wednesday 5th June 2019 23:41","768","11083","14492","1043","81.8","155605","11780.48","World of Warcraft|World_of_Warcraft|https://static-cdn.jtvnw.net/ttv-boxart/World%20of%20Warcraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"185","Tuesday 4th June 2019 21:29","1365","9450","13393","1501","66.72","287196","12485.44","World of Warcraft|World_of_Warcraft|https://static-cdn.jtvnw.net/ttv-boxart/World%20of%20Warcraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"186","Monday 3rd June 2019 23:05","669","10083","13486","939","85.36","146500","13318.2","World of Warcraft|World_of_Warcraft|https://static-cdn.jtvnw.net/ttv-boxart/World%20of%20Warcraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"187","Monday 3rd June 2019 15:53","156","5323","6812","56","20.36","46738","14814.56","World of Warcraft|World_of_Warcraft|https://static-cdn.jtvnw.net/ttv-boxart/World%20of%20Warcraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"188","Monday 3rd June 2019 10:15","59","5734","7275","48","48","13698","13698","World of Warcraft|World_of_Warcraft|https://static-cdn.jtvnw.net/ttv-boxart/World%20of%20Warcraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"189","Monday 3rd June 2019 09:01","43","5006","5465","9","18","5487","10974","World of Warcraft|World_of_Warcraft|https://static-cdn.jtvnw.net/ttv-boxart/World%20of%20Warcraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"190","Monday 3rd June 2019 08:30","14","4870","4870","0","0","5767","0","World of Warcraft|World_of_Warcraft|https://static-cdn.jtvnw.net/ttv-boxart/World%20of%20Warcraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"191","Sunday 2nd June 2019 21:43","571","12754","16744","895","96.76","165778","17397.72","World of Warcraft|World_of_Warcraft|https://static-cdn.jtvnw.net/ttv-boxart/World%20of%20Warcraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"192","Saturday 1st June 2019 23:15","614","10459","14945","816","79.6","141759","13830.16","World of Warcraft|World_of_Warcraft|https://static-cdn.jtvnw.net/ttv-boxart/World%20of%20Warcraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"193","Friday 31st May 2019 21:31","598","9655","12250","496","50.88","135947","13419.4","World of Warcraft|World_of_Warcraft|https://static-cdn.jtvnw.net/ttv-boxart/World%20of%20Warcraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"194","Thursday 30th May 2019 23:30","569","11307","15447","791","83.28","149207","14874.12","World of Warcraft|World_of_Warcraft|https://static-cdn.jtvnw.net/ttv-boxart/World%20of%20Warcraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"195","Thursday 30th May 2019 21:03","101","6473","8292","60","40","33316","16726.68","World of Warcraft|World_of_Warcraft|https://static-cdn.jtvnw.net/ttv-boxart/World%20of%20Warcraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"196","Wednesday 29th May 2019 21:35","789","12952","15045","1182","90.92","233851","17487.84","World of Warcraft|World_of_Warcraft|https://static-cdn.jtvnw.net/ttv-boxart/World%20of%20Warcraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"197","Wednesday 29th May 2019 02:28","391","13938","20624","717","114.72","131358","21017.28","World of Warcraft|World_of_Warcraft|https://static-cdn.jtvnw.net/ttv-boxart/World%20of%20Warcraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"198","Tuesday 28th May 2019 18:31","478","14521","22040","-853","-110.08","234210","27221.56","Splitgate: Arena Warfare|Wormhole_Wars|https://static-cdn.jtvnw.net/ttv-boxart/./Splitgate:%20Arena%20Warfare-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"199","Monday 27th May 2019 22:30","539","12734","15372","1992","221.32","149033","15789.12","XERA: Survival|XERA|https://static-cdn.jtvnw.net/ttv-boxart/./XERA:%20Survival-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|World of Warcraft|World_of_Warcraft|https://static-cdn.jtvnw.net/ttv-boxart/World%20of%20Warcraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"200","Monday 27th May 2019 00:15","509","15949","18570","666","78.36","166545","18562.36","XERA: Survival|XERA|https://static-cdn.jtvnw.net/ttv-boxart/./XERA:%20Survival-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
