"","Stream start time","Stream length","Avg viewers","Peak viewers","Followers gained","Followers per hour","Views","Views per hour","Games"
"63","Wednesday 23rd October 2019 01:22","367","15427","20148","424","70.68","75212","11449.84","Sea of Thieves|Sea_of_Thieves|https://static-cdn.jtvnw.net/ttv-boxart/Sea%20of%20Thieves-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"64","Tuesday 22nd October 2019 23:30","14","3785","3785","0","0","0","0","Sea of Thieves|Sea_of_Thieves|https://static-cdn.jtvnw.net/ttv-boxart/Sea%20of%20Thieves-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"65","Tuesday 22nd October 2019 22:45","14","641","1282","0","0","15078","20692","Sea of Thieves|Sea_of_Thieves|https://static-cdn.jtvnw.net/ttv-boxart/Sea%20of%20Thieves-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"66","Tuesday 22nd October 2019 22:15","14","641","1282","0","0","5173","20692","Sea of Thieves|Sea_of_Thieves|https://static-cdn.jtvnw.net/ttv-boxart/Sea%20of%20Thieves-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"67","Monday 21st October 2019 21:59","480","18699","22866","419","52.36","112753","13491.76","Sea of Thieves|Sea_of_Thieves|https://static-cdn.jtvnw.net/ttv-boxart/Sea%20of%20Thieves-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"68","Monday 21st October 2019 18:27","197","15098","22954","172","52.92","94407","22553.52","Sea of Thieves|Sea_of_Thieves|https://static-cdn.jtvnw.net/ttv-boxart/Sea%20of%20Thieves-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"69","Sunday 20th October 2019 22:35","654","20201","24412","1152","107.16","159174","14267.36","Sea of Thieves|Sea_of_Thieves|https://static-cdn.jtvnw.net/ttv-boxart/Sea%20of%20Thieves-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Grand Theft Auto V|Grand_Theft_Auto_V|https://static-cdn.jtvnw.net/ttv-boxart/Grand%20Theft%20Auto%20V-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"70","Saturday 19th October 2019 20:09","875","23433","32525","3243","223.64","230186","15401.72","Sea of Thieves|Sea_of_Thieves|https://static-cdn.jtvnw.net/ttv-boxart/Sea%20of%20Thieves-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"71","Friday 18th October 2019 22:53","366","14176","17749","341","56.84","85012","13321.32","Grand Theft Auto V|Grand_Theft_Auto_V|https://static-cdn.jtvnw.net/ttv-boxart/Grand%20Theft%20Auto%20V-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Sea of Thieves|Sea_of_Thieves|https://static-cdn.jtvnw.net/ttv-boxart/Sea%20of%20Thieves-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"72","Thursday 17th October 2019 18:43","511","14075","18489","137","16.12","0","12644.72","Grand Theft Auto V|Grand_Theft_Auto_V|https://static-cdn.jtvnw.net/ttv-boxart/Grand%20Theft%20Auto%20V-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Sea of Thieves|Sea_of_Thieves|https://static-cdn.jtvnw.net/ttv-boxart/Sea%20of%20Thieves-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"73","Thursday 17th October 2019 03:30","89","7239","9659","44","29.32","13161","5473.32","Grand Theft Auto V|Grand_Theft_Auto_V|https://static-cdn.jtvnw.net/ttv-boxart/Grand%20Theft%20Auto%20V-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"74","Wednesday 16th October 2019 19:23","366","11483","17890","121","20.16","88498","14749.68","Grand Theft Auto V|Grand_Theft_Auto_V|https://static-cdn.jtvnw.net/ttv-boxart/Grand%20Theft%20Auto%20V-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Counter-Strike: Global Offensive|Counter-Strike_Global_Offensive|https://static-cdn.jtvnw.net/ttv-boxart/./Counter-Strike:%20Global%20Offensive-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"75","Wednesday 16th October 2019 01:22","382","10514","15005","286","33.64","107258","12618.6","Grand Theft Auto V|Grand_Theft_Auto_V|https://static-cdn.jtvnw.net/ttv-boxart/Grand%20Theft%20Auto%20V-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Trine 4|Trine_4|https://static-cdn.jtvnw.net/ttv-boxart/Trine%204-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"76","Monday 14th October 2019 21:16","643","14922","19917","878","83.6","159269","15168.48","Grand Theft Auto V|Grand_Theft_Auto_V|https://static-cdn.jtvnw.net/ttv-boxart/Grand%20Theft%20Auto%20V-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Borderlands 2|Borderlands_2|https://static-cdn.jtvnw.net/ttv-boxart/Borderlands%202-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"77","Monday 14th October 2019 01:15","404","12891","17684","447","66.24","90616","12904.28","Grand Theft Auto V|Grand_Theft_Auto_V|https://static-cdn.jtvnw.net/ttv-boxart/Grand%20Theft%20Auto%20V-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"78","Sunday 13th October 2019 20:56","243","17569","21661","306","81.6","69858","18628.8","Grand Theft Auto V|Grand_Theft_Auto_V|https://static-cdn.jtvnw.net/ttv-boxart/Grand%20Theft%20Auto%20V-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"79","Saturday 12th October 2019 22:26","588","10515","12716","556","58.52","113219","11360.12","Escape From Tarkov|Escape_From_Tarkov|https://static-cdn.jtvnw.net/ttv-boxart/Escape%20From%20Tarkov-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Apex Legends|apex_Legends|https://static-cdn.jtvnw.net/ttv-boxart/Apex%20Legends-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Counter-Strike: Global Offensive|Counter-Strike_Global_Offensive|https://static-cdn.jtvnw.net/ttv-boxart/./Counter-Strike:%20Global%20Offensive-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Borderlands 2|Borderlands_2|https://static-cdn.jtvnw.net/ttv-boxart/Borderlands%202-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"80","Monday 7th October 2019 20:55","574","12568","15577","363","38.2","91132","9592.84","Escape From Tarkov|Escape_From_Tarkov|https://static-cdn.jtvnw.net/ttv-boxart/Escape%20From%20Tarkov-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"81","Sunday 6th October 2019 20:49","565","12120","16034","489","52.88","107530","11182.04","Escape From Tarkov|Escape_From_Tarkov|https://static-cdn.jtvnw.net/ttv-boxart/Escape%20From%20Tarkov-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"82","Saturday 5th October 2019 20:24","605","13661","17095","588","58.8","122427","11867.92","Escape From Tarkov|Escape_From_Tarkov|https://static-cdn.jtvnw.net/ttv-boxart/Escape%20From%20Tarkov-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"83","Friday 4th October 2019 20:35","669","13750","24205","759","69","137596","11610.72","Escape From Tarkov|Escape_From_Tarkov|https://static-cdn.jtvnw.net/ttv-boxart/Escape%20From%20Tarkov-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"84","Thursday 3rd October 2019 22:58","856","9501","12652","676","47.44","116107","8147.84","Escape From Tarkov|Escape_From_Tarkov|https://static-cdn.jtvnw.net/ttv-boxart/Escape%20From%20Tarkov-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"85","Wednesday 2nd October 2019 20:15","719","12256","15109","432","36","116696","9724.68","Escape From Tarkov|Escape_From_Tarkov|https://static-cdn.jtvnw.net/ttv-boxart/Escape%20From%20Tarkov-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"86","Tuesday 1st October 2019 18:45","659","9193","14407","261","24.28","111774","10397.6","Apex Legends|apex_Legends|https://static-cdn.jtvnw.net/ttv-boxart/Apex%20Legends-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Escape From Tarkov|Escape_From_Tarkov|https://static-cdn.jtvnw.net/ttv-boxart/Escape%20From%20Tarkov-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"87","Monday 30th September 2019 21:45","644","14538","16953","781","74.4","194911","18128.28","Escape From Tarkov|Escape_From_Tarkov|https://static-cdn.jtvnw.net/ttv-boxart/Escape%20From%20Tarkov-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"88","Sunday 29th September 2019 20:45","674","16652","20391","1039","94.44","234820","21029.56","Escape From Tarkov|Escape_From_Tarkov|https://static-cdn.jtvnw.net/ttv-boxart/Escape%20From%20Tarkov-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"89","Friday 27th September 2019 20:15","629","13995","19384","821","80.08","143015","13538.44","Escape From Tarkov|Escape_From_Tarkov|https://static-cdn.jtvnw.net/ttv-boxart/Escape%20From%20Tarkov-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"90","Thursday 26th September 2019 21:47","522","13752","17903","1073","126.24","163094","18612.6","Escape From Tarkov|Escape_From_Tarkov|https://static-cdn.jtvnw.net/ttv-boxart/Escape%20From%20Tarkov-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"91","Tuesday 24th September 2019 20:42","632","11301","13742","345","33.64","99488","9269.84","Escape From Tarkov|Escape_From_Tarkov|https://static-cdn.jtvnw.net/ttv-boxart/Escape%20From%20Tarkov-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"92","Monday 23rd September 2019 21:49","610","10694","12302","395","39.52","103489","10074","Escape From Tarkov|Escape_From_Tarkov|https://static-cdn.jtvnw.net/ttv-boxart/Escape%20From%20Tarkov-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"93","Sunday 22nd September 2019 21:30","659","11905","13958","382","34.72","113574","10034.36","Escape From Tarkov|Escape_From_Tarkov|https://static-cdn.jtvnw.net/ttv-boxart/Escape%20From%20Tarkov-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"94","Saturday 21st September 2019 02:00","224","7336","8280","66","18.84","24436","6981.72","Escape From Tarkov|Escape_From_Tarkov|https://static-cdn.jtvnw.net/ttv-boxart/Escape%20From%20Tarkov-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"95","Friday 20th September 2019 20:45","194","9420","12049","47","14.48","38273","11776.32","Escape From Tarkov|Escape_From_Tarkov|https://static-cdn.jtvnw.net/ttv-boxart/Escape%20From%20Tarkov-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"96","Thursday 19th September 2019 21:15","599","13726","17216","685","68.52","140540","14054","Call of Duty: Modern Warfare|Call_of_Duty_Modern_Warfare|https://static-cdn.jtvnw.net/ttv-boxart/./Call%20of%20Duty:%20Modern%20Warfare-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Escape From Tarkov|Escape_From_Tarkov|https://static-cdn.jtvnw.net/ttv-boxart/Escape%20From%20Tarkov-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"97","Wednesday 18th September 2019 22:22","667","10534","12826","229","20.8","97047","8597.08","Escape From Tarkov|Escape_From_Tarkov|https://static-cdn.jtvnw.net/ttv-boxart/Escape%20From%20Tarkov-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"98","Tuesday 17th September 2019 22:40","514","11889","14937","157","18.48","92966","10530.36","Escape From Tarkov|Escape_From_Tarkov|https://static-cdn.jtvnw.net/ttv-boxart/Escape%20From%20Tarkov-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"99","Tuesday 17th September 2019 00:05","474","10014","11905","224","28.92","69692","8508.64","Escape From Tarkov|Escape_From_Tarkov|https://static-cdn.jtvnw.net/ttv-boxart/Escape%20From%20Tarkov-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"100","Saturday 14th September 2019 22:37","562","11778","13444","186","20.12","102553","11086.8","Escape From Tarkov|Escape_From_Tarkov|https://static-cdn.jtvnw.net/ttv-boxart/Escape%20From%20Tarkov-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
