"","Stream start time","Stream length","Avg viewers","Peak viewers","Followers gained","Followers per hour","Views","Views per hour","Games"
"215","Wednesday 8th May 2019 22:37","622","13254","16012","1971","192.28","5246","16083.4","Counter-Strike: Global Offensive|Counter-Strike_Global_Offensive|https://static-cdn.jtvnw.net/ttv-boxart/./Counter-Strike:%20Global%20Offensive-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"216","Tuesday 7th May 2019 22:22","562","11874","18454","1029","111.24","161017","16794.92","Splitgate: Arena Warfare|Wormhole_Wars|https://static-cdn.jtvnw.net/ttv-boxart/./Splitgate:%20Arena%20Warfare-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Counter-Strike: Global Offensive|Counter-Strike_Global_Offensive|https://static-cdn.jtvnw.net/ttv-boxart/./Counter-Strike:%20Global%20Offensive-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Mordhau|Mordhau|https://static-cdn.jtvnw.net/ttv-boxart/Mordhau-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"217","Monday 6th May 2019 22:55","349","10159","14313","268","46.6","103593","16915.12","Splitgate: Arena Warfare|Wormhole_Wars|https://static-cdn.jtvnw.net/ttv-boxart/./Splitgate:%20Arena%20Warfare-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"218","Sunday 5th May 2019 21:55","529","12250","15442","261","29.84","178328","19855.44","Splitgate: Arena Warfare|Wormhole_Wars|https://static-cdn.jtvnw.net/ttv-boxart/./Splitgate:%20Arena%20Warfare-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"219","Saturday 4th May 2019 22:13","541","15244","18937","1565","178.84","176290","20147.44","Mordhau|Mordhau|https://static-cdn.jtvnw.net/ttv-boxart/Mordhau-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"220","Friday 3rd May 2019 22:16","523","11955","13619","557","65.52","150613","17055.4","Mordhau|Mordhau|https://static-cdn.jtvnw.net/ttv-boxart/Mordhau-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Tom Clancy's Ghost Recon: Wildlands|Tom_Clancys_Ghost_Recon_Wildlands|https://static-cdn.jtvnw.net/ttv-boxart/./Tom%20Clancy%27s%20Ghost%20Recon:%20Wildlands-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Counter-Strike: Global Offensive|Counter-Strike_Global_Offensive|https://static-cdn.jtvnw.net/ttv-boxart/./Counter-Strike:%20Global%20Offensive-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"221","Friday 3rd May 2019 00:29","480","11682","14415","660","85.16","126529","15456.64","Mordhau|Mordhau|https://static-cdn.jtvnw.net/ttv-boxart/Mordhau-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|The Walking Dead - The Final Season|The_Walking_Dead_-_The_Final_Season|https://static-cdn.jtvnw.net/ttv-boxart/The%20Walking%20Dead%20-%20The%20Final%20Season-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"222","Wednesday 1st May 2019 23:15","449","14421","18846","757","100.92","148676","19823.48","Miscreated|Miscreated|https://static-cdn.jtvnw.net/ttv-boxart/Miscreated-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Mordhau|Mordhau|https://static-cdn.jtvnw.net/ttv-boxart/Mordhau-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"223","Monday 29th April 2019 23:15","569","13860","16443","244","26.36","130949","14156.64","Miscreated|Miscreated|https://static-cdn.jtvnw.net/ttv-boxart/Miscreated-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"224","Sunday 28th April 2019 23:24","515","17845","22405","628","73.88","151474","17234.36","Miscreated|Miscreated|https://static-cdn.jtvnw.net/ttv-boxart/Miscreated-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"225","Saturday 27th April 2019 23:03","416","14307","17431","155","22.96","117306","16710.24","Miscreated|Miscreated|https://static-cdn.jtvnw.net/ttv-boxart/Miscreated-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"226","Friday 26th April 2019 22:55","649","16709","19555","521","48.48","194410","18084.64","Miscreated|Miscreated|https://static-cdn.jtvnw.net/ttv-boxart/Miscreated-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"227","Thursday 25th April 2019 22:30","554","19755","24495","804","86.92","221507","23176.64","Miscreated|Miscreated|https://static-cdn.jtvnw.net/ttv-boxart/Miscreated-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"228","Thursday 25th April 2019 01:48","401","22157","29199","636","97.84","156184","24028.32","Grand Theft Auto V|Grand_Theft_Auto_V|https://static-cdn.jtvnw.net/ttv-boxart/Grand%20Theft%20Auto%20V-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Miscreated|Miscreated|https://static-cdn.jtvnw.net/ttv-boxart/Miscreated-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"229","Wednesday 24th April 2019 23:54","95","19212","25812","149","99.32","80859","32217.32","Grand Theft Auto V|Grand_Theft_Auto_V|https://static-cdn.jtvnw.net/ttv-boxart/Grand%20Theft%20Auto%20V-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"230","Monday 22nd April 2019 22:22","592","34205","42858","1664","170.68","263560","26161.84","Grand Theft Auto V|Grand_Theft_Auto_V|https://static-cdn.jtvnw.net/ttv-boxart/Grand%20Theft%20Auto%20V-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"231","Sunday 21st April 2019 22:55","559","36772","48377","1764","190.72","262116","27344.12","Grand Theft Auto V|Grand_Theft_Auto_V|https://static-cdn.jtvnw.net/ttv-boxart/Grand%20Theft%20Auto%20V-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"232","Friday 19th April 2019 22:45","569","31203","37427","1580","166.32","232498","24473.48","Grand Theft Auto V|Grand_Theft_Auto_V|https://static-cdn.jtvnw.net/ttv-boxart/Grand%20Theft%20Auto%20V-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"233","Thursday 18th April 2019 23:00","734","35987","46732","2432","202.68","288328","24027.32","Grand Theft Auto V|Grand_Theft_Auto_V|https://static-cdn.jtvnw.net/ttv-boxart/Grand%20Theft%20Auto%20V-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"234","Wednesday 17th April 2019 22:43","781","37585","49224","2664","208.96","305413","23358.04","Grand Theft Auto V|Grand_Theft_Auto_V|https://static-cdn.jtvnw.net/ttv-boxart/Grand%20Theft%20Auto%20V-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"235","Tuesday 16th April 2019 23:06","728","38548","46525","2526","210.52","311013","25184.84","Grand Theft Auto V|Grand_Theft_Auto_V|https://static-cdn.jtvnw.net/ttv-boxart/Grand%20Theft%20Auto%20V-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"236","Monday 15th April 2019 22:45","779","34476","43016","2469","189.92","319498","24576.76","Grand Theft Auto V|Grand_Theft_Auto_V|https://static-cdn.jtvnw.net/ttv-boxart/Grand%20Theft%20Auto%20V-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"237","Monday 15th April 2019 02:03","371","33677","40498","1518","242.88","172465","25970.72","Grand Theft Auto V|Grand_Theft_Auto_V|https://static-cdn.jtvnw.net/ttv-boxart/Grand%20Theft%20Auto%20V-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"238","Saturday 13th April 2019 21:45","1289","39488","50922","5438","252.92","638517","28929.36","Grand Theft Auto V|Grand_Theft_Auto_V|https://static-cdn.jtvnw.net/ttv-boxart/Grand%20Theft%20Auto%20V-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"239","Thursday 11th April 2019 22:59","990","38065","47221","3943","242.64","442373","26271.76","Grand Theft Auto V|Grand_Theft_Auto_V|https://static-cdn.jtvnw.net/ttv-boxart/Grand%20Theft%20Auto%20V-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"240","Wednesday 10th April 2019 23:31","643","42140","51691","2374","226.08","291798","27790.28","Grand Theft Auto V|Grand_Theft_Auto_V|https://static-cdn.jtvnw.net/ttv-boxart/Grand%20Theft%20Auto%20V-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"241","Tuesday 9th April 2019 23:00","719","39965","51145","2776","236.24","338596","28128.36","Grand Theft Auto V|Grand_Theft_Auto_V|https://static-cdn.jtvnw.net/ttv-boxart/Grand%20Theft%20Auto%20V-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"242","Monday 8th April 2019 22:30","779","42628","55758","3186","245.08","388898","29177.48","Grand Theft Auto V|Grand_Theft_Auto_V|https://static-cdn.jtvnw.net/ttv-boxart/Grand%20Theft%20Auto%20V-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"243","Sunday 7th April 2019 22:07","697","46108","60808","3256","283.12","407446","35070.28","Grand Theft Auto V|Grand_Theft_Auto_V|https://static-cdn.jtvnw.net/ttv-boxart/Grand%20Theft%20Auto%20V-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"244","Saturday 6th April 2019 22:38","591","47598","57631","2538","260.32","324319","33263.48","Grand Theft Auto V|Grand_Theft_Auto_V|https://static-cdn.jtvnw.net/ttv-boxart/Grand%20Theft%20Auto%20V-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"245","Friday 5th April 2019 22:29","780","42626","54893","3339","261.88","362570","28436.88","Grand Theft Auto V|Grand_Theft_Auto_V|https://static-cdn.jtvnw.net/ttv-boxart/Grand%20Theft%20Auto%20V-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"246","Thursday 4th April 2019 22:30","839","36696","62501","3244","235.92","385418","28030.4","Grand Theft Auto V|Grand_Theft_Auto_V|https://static-cdn.jtvnw.net/ttv-boxart/Grand%20Theft%20Auto%20V-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"247","Wednesday 3rd April 2019 22:30","659","43485","55454","2451","222.8","367995","30992.64","Grand Theft Auto V|Grand_Theft_Auto_V|https://static-cdn.jtvnw.net/ttv-boxart/Grand%20Theft%20Auto%20V-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"248","Tuesday 2nd April 2019 23:30","674","39400","48662","2429","215.92","311314","27035.92","Grand Theft Auto V|Grand_Theft_Auto_V|https://static-cdn.jtvnw.net/ttv-boxart/Grand%20Theft%20Auto%20V-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"249","Sunday 31st March 2019 22:21","548","51154","63853","2962","329.12","369271","39912","Grand Theft Auto V|Grand_Theft_Auto_V|https://static-cdn.jtvnw.net/ttv-boxart/Grand%20Theft%20Auto%20V-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"250","Saturday 30th March 2019 23:29","660","42533","54287","2971","276.36","352960","31728.84","Grand Theft Auto V|Grand_Theft_Auto_V|https://static-cdn.jtvnw.net/ttv-boxart/Grand%20Theft%20Auto%20V-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"251","Friday 29th March 2019 22:48","431","51027","62303","1995","285","287888","39326.28","Grand Theft Auto V|Grand_Theft_Auto_V|https://static-cdn.jtvnw.net/ttv-boxart/Grand%20Theft%20Auto%20V-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"252","Thursday 28th March 2019 22:13","526","48576","63100","2615","307.64","344062","39169.64","Grand Theft Auto V|Grand_Theft_Auto_V|https://static-cdn.jtvnw.net/ttv-boxart/Grand%20Theft%20Auto%20V-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"253","Wednesday 27th March 2019 22:29","660","47425","57814","3944","366.88","356408","33154.24","Grand Theft Auto V|Grand_Theft_Auto_V|https://static-cdn.jtvnw.net/ttv-boxart/Grand%20Theft%20Auto%20V-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"254","Wednesday 27th March 2019 04:30","314","45468","53342","1721","327.8","191116","34708.96","Grand Theft Auto V|Grand_Theft_Auto_V|https://static-cdn.jtvnw.net/ttv-boxart/Grand%20Theft%20Auto%20V-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"255","Tuesday 26th March 2019 21:59","375","48317","59152","2221","370.16","326285","54380.84","Grand Theft Auto V|Grand_Theft_Auto_V|https://static-cdn.jtvnw.net/ttv-boxart/Grand%20Theft%20Auto%20V-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"256","Monday 25th March 2019 22:23","756","49387","59724","4395","351.6","380642","30451.36","Grand Theft Auto V|Grand_Theft_Auto_V|https://static-cdn.jtvnw.net/ttv-boxart/Grand%20Theft%20Auto%20V-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"257","Sunday 24th March 2019 22:20","609","53017","63855","4047","404.72","371679","36088.12","Grand Theft Auto V|Grand_Theft_Auto_V|https://static-cdn.jtvnw.net/ttv-boxart/Grand%20Theft%20Auto%20V-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"258","Saturday 23rd March 2019 22:19","640","49575","68783","3906","372","381207","36305.44","Grand Theft Auto V|Grand_Theft_Auto_V|https://static-cdn.jtvnw.net/ttv-boxart/Grand%20Theft%20Auto%20V-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"259","Friday 22nd March 2019 23:00","569","48807","61526","5153","557.08","342709","36117.72","Grand Theft Auto V|Grand_Theft_Auto_V|https://static-cdn.jtvnw.net/ttv-boxart/Grand%20Theft%20Auto%20V-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"260","Friday 22nd March 2019 00:21","623","45873","60396","3962","386.52","340686","33237.64","Grand Theft Auto V|Grand_Theft_Auto_V|https://static-cdn.jtvnw.net/ttv-boxart/Grand%20Theft%20Auto%20V-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"261","Wednesday 20th March 2019 23:04","640","49395","66695","3686","351.04","346969","33044.68","Grand Theft Auto V|Grand_Theft_Auto_V|https://static-cdn.jtvnw.net/ttv-boxart/Grand%20Theft%20Auto%20V-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"262","Tuesday 19th March 2019 22:38","576","49634","64374","3711","390.64","380454","38912.32","Grand Theft Auto V|Grand_Theft_Auto_V|https://static-cdn.jtvnw.net/ttv-boxart/Grand%20Theft%20Auto%20V-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"263","Monday 18th March 2019 21:45","719","53933","68702","6040","503.32","500099","41674.92","Grand Theft Auto V|Grand_Theft_Auto_V|https://static-cdn.jtvnw.net/ttv-boxart/Grand%20Theft%20Auto%20V-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"264","Saturday 16th March 2019 22:03","716","52999","69173","5931","504.76","484848","41263.64","Grand Theft Auto V|Grand_Theft_Auto_V|https://static-cdn.jtvnw.net/ttv-boxart/Grand%20Theft%20Auto%20V-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"265","Friday 15th March 2019 21:45","584","38628","45807","2700","276.92","341844","35060.92","Grand Theft Auto V|Grand_Theft_Auto_V|https://static-cdn.jtvnw.net/ttv-boxart/Grand%20Theft%20Auto%20V-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"266","Thursday 14th March 2019 22:00","524","45370","57372","3421","390.96","381394","41988.12","Grand Theft Auto V|Grand_Theft_Auto_V|https://static-cdn.jtvnw.net/ttv-boxart/Grand%20Theft%20Auto%20V-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"267","Wednesday 13th March 2019 20:38","606","41084","52075","3091","309.12","387648","38764.8","Grand Theft Auto V|Grand_Theft_Auto_V|https://static-cdn.jtvnw.net/ttv-boxart/Grand%20Theft%20Auto%20V-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"268","Tuesday 12th March 2019 21:30","644","43602","57946","3285","312.84","358167","33719.6","Grand Theft Auto V|Grand_Theft_Auto_V|https://static-cdn.jtvnw.net/ttv-boxart/Grand%20Theft%20Auto%20V-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"269","Monday 11th March 2019 21:05","669","44662","66034","3801","345.56","379088","33681.64","Grand Theft Auto V|Grand_Theft_Auto_V|https://static-cdn.jtvnw.net/ttv-boxart/Grand%20Theft%20Auto%20V-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"270","Sunday 10th March 2019 20:52","682","39480","49750","3486","309.88","350015","30212.44","Grand Theft Auto V|Grand_Theft_Auto_V|https://static-cdn.jtvnw.net/ttv-boxart/Grand%20Theft%20Auto%20V-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"271","Saturday 9th March 2019 22:49","565","23357","27659","1622","175.36","190596","20604.96","Grand Theft Auto V|Grand_Theft_Auto_V|https://static-cdn.jtvnw.net/ttv-boxart/Grand%20Theft%20Auto%20V-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"272","Friday 8th March 2019 22:09","605","16051","23174","1003","100.32","141124","14112.4","Sea of Thieves|Sea_of_Thieves|https://static-cdn.jtvnw.net/ttv-boxart/Sea%20of%20Thieves-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Grand Theft Auto V|Grand_Theft_Auto_V|https://static-cdn.jtvnw.net/ttv-boxart/Grand%20Theft%20Auto%20V-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"273","Thursday 7th March 2019 22:07","517","17425","20362","777","91.4","124334","14042.96","Sea of Thieves|Sea_of_Thieves|https://static-cdn.jtvnw.net/ttv-boxart/Sea%20of%20Thieves-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"274","Monday 4th March 2019 22:10","544","21329","29365","1272","141.32","148862","16124.68","Sea of Thieves|Sea_of_Thieves|https://static-cdn.jtvnw.net/ttv-boxart/Sea%20of%20Thieves-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"275","Sunday 3rd March 2019 22:17","687","24583","33715","1985","176.44","198490","17643.56","Sea of Thieves|Sea_of_Thieves|https://static-cdn.jtvnw.net/ttv-boxart/Sea%20of%20Thieves-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"276","Saturday 2nd March 2019 21:11","363","17996","23686","944","157.32","119546","19247.84","Sea of Thieves|Sea_of_Thieves|https://static-cdn.jtvnw.net/ttv-boxart/Sea%20of%20Thieves-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"277","Friday 1st March 2019 21:00","449","29445","41679","2489","331.88","260111","33419.72","Apex Legends|apex_Legends|https://static-cdn.jtvnw.net/ttv-boxart/Apex%20Legends-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"278","Thursday 28th February 2019 22:30","644","18349","24673","979","91.08","163602","15218.8","Sea of Thieves|Sea_of_Thieves|https://static-cdn.jtvnw.net/ttv-boxart/Sea%20of%20Thieves-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"279","Wednesday 27th February 2019 22:08","591","12399","18758","1215","124.6","134682","13090.16","Sea of Thieves|Sea_of_Thieves|https://static-cdn.jtvnw.net/ttv-boxart/Sea%20of%20Thieves-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Call of Duty: Black Ops 4|Call_of_Duty_Black_Ops_4|https://static-cdn.jtvnw.net/ttv-boxart/./Call%20of%20Duty:%20Black%20Ops%204-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"280","Tuesday 26th February 2019 21:37","607","12850","16354","1255","125.52","149038","14253.92","Sea of Thieves|Sea_of_Thieves|https://static-cdn.jtvnw.net/ttv-boxart/Sea%20of%20Thieves-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Call of Duty: Black Ops 4|Call_of_Duty_Black_Ops_4|https://static-cdn.jtvnw.net/ttv-boxart/./Call%20of%20Duty:%20Black%20Ops%204-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Grand Theft Auto V|Grand_Theft_Auto_V|https://static-cdn.jtvnw.net/ttv-boxart/Grand%20Theft%20Auto%20V-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"281","Monday 25th February 2019 22:22","577","17295","21216","1181","124.32","158090","15959.56","Sea of Thieves|Sea_of_Thieves|https://static-cdn.jtvnw.net/ttv-boxart/Sea%20of%20Thieves-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Grand Theft Auto V|Grand_Theft_Auto_V|https://static-cdn.jtvnw.net/ttv-boxart/Grand%20Theft%20Auto%20V-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"282","Sunday 24th February 2019 21:50","624","24443","35919","1770","172.68","209874","20241.48","Sea of Thieves|Sea_of_Thieves|https://static-cdn.jtvnw.net/ttv-boxart/Sea%20of%20Thieves-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"283","Saturday 23rd February 2019 22:05","459","21565","25792","1400","186.68","192022","24448.92","Sea of Thieves|Sea_of_Thieves|https://static-cdn.jtvnw.net/ttv-boxart/Sea%20of%20Thieves-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"284","Friday 22nd February 2019 21:37","502","17059","25283","1987","240.84","150154","17542.44","Apex Legends|apex_Legends|https://static-cdn.jtvnw.net/ttv-boxart/Apex%20Legends-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
