"","Stream start time","Stream length","Avg viewers","Peak viewers","Followers gained","Followers per hour","Views","Views per hour","Games"
"58","Saturday 6th June 2020 19:55","634","31490","44159","2925","278.56","321328","30602.68","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Chess|Chess|https://static-cdn.jtvnw.net/ttv-boxart/Chess-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Crash Bandicoot: N. Sane Trilogy|Crash_Bandicoot_N._Sane_Trilogy|https://static-cdn.jtvnw.net/ttv-boxart/./Crash%20Bandicoot:%20N.%20Sane%20Trilogy-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|The Amazing Frog?|The_Amazing_Frog_|https://static-cdn.jtvnw.net/ttv-boxart/The%20Amazing%20Frog%3F-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Five Nights at Freddy's 3|Five_Nights_at_Freddys_3|https://static-cdn.jtvnw.net/ttv-boxart/Five%20Nights%20at%20Freddy%27s%203-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Call of Duty: Modern Warfare|Call_of_Duty_Modern_Warfare|https://static-cdn.jtvnw.net/ttv-boxart/./Call%20of%20Duty:%20Modern%20Warfare-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"59","Friday 5th June 2020 18:44","570","27035","36049","1518","164.12","245031","25813.64","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Risk|Risk|https://static-cdn.jtvnw.net/ttv-boxart/Risk-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|RISK: Global Domination|RISK_Global_Domination|https://static-cdn.jtvnw.net/ttv-boxart/./RISK:%20Global%20Domination-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Antichamber|Antichamber|https://static-cdn.jtvnw.net/ttv-boxart/Antichamber-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Turmoil|Turmoil|https://static-cdn.jtvnw.net/ttv-boxart/Turmoil-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Call of Duty: Modern Warfare|Call_of_Duty_Modern_Warfare|https://static-cdn.jtvnw.net/ttv-boxart/./Call%20of%20Duty:%20Modern%20Warfare-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Escape From Tarkov|Escape_From_Tarkov|https://static-cdn.jtvnw.net/ttv-boxart/Escape%20From%20Tarkov-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Chess|Chess|https://static-cdn.jtvnw.net/ttv-boxart/Chess-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"60","Thursday 4th June 2020 19:09","665","29117","41017","2674","243.08","266687","23628.64","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Opening Up|opening_Up|https://static-cdn.jtvnw.net/ttv-boxart/Opening%20Up-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Fortnite|Fortnite|https://static-cdn.jtvnw.net/ttv-boxart/Fortnite-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Call of Duty: Modern Warfare|Call_of_Duty_Modern_Warfare|https://static-cdn.jtvnw.net/ttv-boxart/./Call%20of%20Duty:%20Modern%20Warfare-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Escape From Tarkov|Escape_From_Tarkov|https://static-cdn.jtvnw.net/ttv-boxart/Escape%20From%20Tarkov-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"61","Wednesday 3rd June 2020 21:54","515","29095","43748","1596","187.76","200850","22827.52","Escape From Tarkov|Escape_From_Tarkov|https://static-cdn.jtvnw.net/ttv-boxart/Escape%20From%20Tarkov-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Super Monkey Ball|Super_Monkey_Ball|https://static-cdn.jtvnw.net/ttv-boxart/Super%20Monkey%20Ball-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Super Monkey Ball 2|Super_Monkey_Ball_2|https://static-cdn.jtvnw.net/ttv-boxart/Super%20Monkey%20Ball%202-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|RISK: Global Domination|RISK_Global_Domination|https://static-cdn.jtvnw.net/ttv-boxart/./RISK:%20Global%20Domination-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Rust|Rust|https://static-cdn.jtvnw.net/ttv-boxart/Rust-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"62","Tuesday 2nd June 2020 20:19","670","31408","43352","3370","306.36","289512","25737.72","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Overwatch|Overwatch|https://static-cdn.jtvnw.net/ttv-boxart/Overwatch-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Escape From Tarkov|Escape_From_Tarkov|https://static-cdn.jtvnw.net/ttv-boxart/Escape%20From%20Tarkov-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Poly Bridge 2|Poly_Bridge_2|https://static-cdn.jtvnw.net/ttv-boxart/Poly%20Bridge%202-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"63","Monday 1st June 2020 17:53","636","33361","40959","3035","289.04","322030","30669.52","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Skate 3|Skate_3|https://static-cdn.jtvnw.net/ttv-boxart/Skate%203-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Call of Duty: Modern Warfare|Call_of_Duty_Modern_Warfare|https://static-cdn.jtvnw.net/ttv-boxart/./Call%20of%20Duty:%20Modern%20Warfare-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Escape From Tarkov|Escape_From_Tarkov|https://static-cdn.jtvnw.net/ttv-boxart/Escape%20From%20Tarkov-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Chess|Chess|https://static-cdn.jtvnw.net/ttv-boxart/Chess-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"64","Sunday 31st May 2020 00:18","491","26836","31259","1704","213","193315","23488.36","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Warface: Breakout|f67c0318-4e47-4371-8313-02dfe6b18f41|https://static-cdn.jtvnw.net/ttv-boxart/./Warface:%20Breakout-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Chess|Chess|https://static-cdn.jtvnw.net/ttv-boxart/Chess-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Escape From Tarkov|Escape_From_Tarkov|https://static-cdn.jtvnw.net/ttv-boxart/Escape%20From%20Tarkov-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Call of Duty: Modern Warfare|Call_of_Duty_Modern_Warfare|https://static-cdn.jtvnw.net/ttv-boxart/./Call%20of%20Duty:%20Modern%20Warfare-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Poly Bridge 2|Poly_Bridge_2|https://static-cdn.jtvnw.net/ttv-boxart/Poly%20Bridge%202-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"65","Friday 29th May 2020 20:03","656","35131","42391","2528","235.16","295062","26797.32","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Poly Bridge 2|Poly_Bridge_2|https://static-cdn.jtvnw.net/ttv-boxart/Poly%20Bridge%202-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Crane Game Toreba|Crane_Game_Toreba|https://static-cdn.jtvnw.net/ttv-boxart/Crane%20Game%20Toreba-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Call of Duty: Modern Warfare|Call_of_Duty_Modern_Warfare|https://static-cdn.jtvnw.net/ttv-boxart/./Call%20of%20Duty:%20Modern%20Warfare-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Chess|Chess|https://static-cdn.jtvnw.net/ttv-boxart/Chess-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"66","Thursday 28th May 2020 23:08","531","30419","38558","2379","271.88","206996","23277.48","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Poly Bridge 2|Poly_Bridge_2|https://static-cdn.jtvnw.net/ttv-boxart/Poly%20Bridge%202-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Call of Duty: Modern Warfare|Call_of_Duty_Modern_Warfare|https://static-cdn.jtvnw.net/ttv-boxart/./Call%20of%20Duty:%20Modern%20Warfare-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Overwatch|Overwatch|https://static-cdn.jtvnw.net/ttv-boxart/Overwatch-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"67","Wednesday 27th May 2020 19:21","638","33925","42022","2709","258","312925","29487.92","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Totally Accurate Battlegrounds|Totally_Accurate_Battlegrounds|https://static-cdn.jtvnw.net/ttv-boxart/Totally%20Accurate%20Battlegrounds-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Minecraft Dungeons|Minecraft_Dungeons|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft%20Dungeons-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Call of Duty: Modern Warfare|Call_of_Duty_Modern_Warfare|https://static-cdn.jtvnw.net/ttv-boxart/./Call%20of%20Duty:%20Modern%20Warfare-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Chess|Chess|https://static-cdn.jtvnw.net/ttv-boxart/Chess-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"68","Tuesday 26th May 2020 19:32","642","37638","58785","3374","321.32","888737","84330.4","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Mortal Kombat 11|Mortal_Kombat_11|https://static-cdn.jtvnw.net/ttv-boxart/Mortal%20Kombat%2011-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Call of Duty: Modern Warfare|Call_of_Duty_Modern_Warfare|https://static-cdn.jtvnw.net/ttv-boxart/./Call%20of%20Duty:%20Modern%20Warfare-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Chess|Chess|https://static-cdn.jtvnw.net/ttv-boxart/Chess-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"69","Monday 25th May 2020 22:15","554","31433","43755","2964","329.32","225992","24311.12","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Chess|Chess|https://static-cdn.jtvnw.net/ttv-boxart/Chess-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Farming Simulator 19|Farming_Simulator_19|https://static-cdn.jtvnw.net/ttv-boxart/Farming%20Simulator%2019-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|osu!|osu_|https://static-cdn.jtvnw.net/ttv-boxart/osu%21-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|RISK: Global Domination|RISK_Global_Domination|https://static-cdn.jtvnw.net/ttv-boxart/./RISK:%20Global%20Domination-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Call of Duty: Modern Warfare|Call_of_Duty_Modern_Warfare|https://static-cdn.jtvnw.net/ttv-boxart/./Call%20of%20Duty:%20Modern%20Warfare-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"70","Sunday 24th May 2020 18:55","709","31132","39351","2351","200.08","300489","25026.8","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|God of War|God_of_War|https://static-cdn.jtvnw.net/ttv-boxart/God%20of%20War-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Dread X Collection|Dread_X_Collection|https://static-cdn.jtvnw.net/ttv-boxart/Dread%20X%20Collection-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Call of Duty: Modern Warfare|Call_of_Duty_Modern_Warfare|https://static-cdn.jtvnw.net/ttv-boxart/./Call%20of%20Duty:%20Modern%20Warfare-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Chess|Chess|https://static-cdn.jtvnw.net/ttv-boxart/Chess-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"71","Saturday 23rd May 2020 23:55","544","29211","36741","2078","230.88","211978","23553.12","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Catherine: Full Body|Catherine_Full_Body|https://static-cdn.jtvnw.net/ttv-boxart/./Catherine:%20Full%20Body-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Super Mario 64|Super_Mario_64|https://static-cdn.jtvnw.net/ttv-boxart/Super%20Mario%2064-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Call of Duty: Modern Warfare|Call_of_Duty_Modern_Warfare|https://static-cdn.jtvnw.net/ttv-boxart/./Call%20of%20Duty:%20Modern%20Warfare-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Chess|Chess|https://static-cdn.jtvnw.net/ttv-boxart/Chess-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"72","Friday 22nd May 2020 21:22","622","29531","36703","1526","148.88","250932","23995.8","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Maneater|Maneater|https://static-cdn.jtvnw.net/ttv-boxart/Maneater-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Catherine: Full Body|Catherine_Full_Body|https://static-cdn.jtvnw.net/ttv-boxart/./Catherine:%20Full%20Body-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Call of Duty: Modern Warfare|Call_of_Duty_Modern_Warfare|https://static-cdn.jtvnw.net/ttv-boxart/./Call%20of%20Duty:%20Modern%20Warfare-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"73","Thursday 21st May 2020 19:38","636","31943","37320","1911","182","283290","26455.92","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Catherine: Full Body|Catherine_Full_Body|https://static-cdn.jtvnw.net/ttv-boxart/./Catherine:%20Full%20Body-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Call of Duty: Modern Warfare|Call_of_Duty_Modern_Warfare|https://static-cdn.jtvnw.net/ttv-boxart/./Call%20of%20Duty:%20Modern%20Warfare-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"74","Wednesday 20th May 2020 21:37","667","33356","47581","2550","231.8","276907","24990","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Plants vs. Zombies|Plants_vs._Zombies|https://static-cdn.jtvnw.net/ttv-boxart/Plants%20vs.%20Zombies-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Lurk in the Dark : Prologue|Lurk_in_the_Dark__Prologue|https://static-cdn.jtvnw.net/ttv-boxart/./Lurk%20in%20the%20Dark%20:%20Prologue-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Games + Demos|Games_plus_Demos|https://static-cdn.jtvnw.net/ttv-boxart/Games%20+%20Demos-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Song of Horror|Song_of_Horror|https://static-cdn.jtvnw.net/ttv-boxart/Song%20of%20Horror-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Total Tank Simulator|Total_Tank_Simulator|https://static-cdn.jtvnw.net/ttv-boxart/Total%20Tank%20Simulator-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Call of Duty: Modern Warfare|Call_of_Duty_Modern_Warfare|https://static-cdn.jtvnw.net/ttv-boxart/./Call%20of%20Duty:%20Modern%20Warfare-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Chess|Chess|https://static-cdn.jtvnw.net/ttv-boxart/Chess-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"75","Tuesday 19th May 2020 19:57","617","33463","42780","1964","191.6","282584","26743.32","Shieldwall|Shieldwall|https://static-cdn.jtvnw.net/ttv-boxart/Shieldwall-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Thumper|Thumper|https://static-cdn.jtvnw.net/ttv-boxart/Thumper-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Tekken 7|Tekken_7|https://static-cdn.jtvnw.net/ttv-boxart/Tekken%207-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Siren Head|Siren_Head|https://static-cdn.jtvnw.net/ttv-boxart/Siren%20Head-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Plants vs. Zombies|Plants_vs._Zombies|https://static-cdn.jtvnw.net/ttv-boxart/Plants%20vs.%20Zombies-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"76","Tuesday 19th May 2020 00:37","607","26417","37646","2215","221.52","208469","20174.4","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Chess|Chess|https://static-cdn.jtvnw.net/ttv-boxart/Chess-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Terraria|Terraria|https://static-cdn.jtvnw.net/ttv-boxart/Terraria-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Monster Hunter World|Monster_Hunter_World|https://static-cdn.jtvnw.net/ttv-boxart/Monster%20Hunter%20World-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"77","Sunday 17th May 2020 18:22","667","31036","36984","2561","232.8","313664","27965.44","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Totally Accurate Battle Simulator|Totally_Accurate_Battle_Simulator|https://static-cdn.jtvnw.net/ttv-boxart/Totally%20Accurate%20Battle%20Simulator-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Chess|Chess|https://static-cdn.jtvnw.net/ttv-boxart/Chess-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Terraria|Terraria|https://static-cdn.jtvnw.net/ttv-boxart/Terraria-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"78","Saturday 16th May 2020 19:53","756","36299","45984","2821","225.68","308141","24651.28","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Chess|Chess|https://static-cdn.jtvnw.net/ttv-boxart/Chess-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Detroit: Become Human|Detroit_Become_Human|https://static-cdn.jtvnw.net/ttv-boxart/./Detroit:%20Become%20Human-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"79","Friday 15th May 2020 20:10","634","32005","40400","1991","189.6","281012","26090.56","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Call of Duty: Black Ops III|Call_of_Duty_Black_Ops_III|https://static-cdn.jtvnw.net/ttv-boxart/./Call%20of%20Duty:%20Black%20Ops%20III-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Diablo II: Lord of Destruction|Diablo_II_Lord_of_Destruction|https://static-cdn.jtvnw.net/ttv-boxart/./Diablo%20II:%20Lord%20of%20Destruction-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Microsoft Flight Simulator X|Microsoft_Flight_Simulator_X|https://static-cdn.jtvnw.net/ttv-boxart/Microsoft%20Flight%20Simulator%20X-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Scrap Mechanic|Scrap_Mechanic|https://static-cdn.jtvnw.net/ttv-boxart/Scrap%20Mechanic-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"80","Thursday 14th May 2020 20:02","627","30503","37483","1991","194.24","270960","25615.52","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Games + Demos|Games_plus_Demos|https://static-cdn.jtvnw.net/ttv-boxart/Games%20+%20Demos-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|TrackMania Turbo|TrackMania_Turbo|https://static-cdn.jtvnw.net/ttv-boxart/TrackMania%20Turbo-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Chess|Chess|https://static-cdn.jtvnw.net/ttv-boxart/Chess-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Mordhau|Mordhau|https://static-cdn.jtvnw.net/ttv-boxart/Mordhau-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Welcome to the Game II|Welcome_to_the_Game_II|https://static-cdn.jtvnw.net/ttv-boxart/Welcome%20to%20the%20Game%20II-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"81","Wednesday 13th May 2020 20:56","573","34101","47534","2206","232.2","250979","25578","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|TrackMania Turbo|TrackMania_Turbo|https://static-cdn.jtvnw.net/ttv-boxart/TrackMania%20Turbo-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Welcome to the Game II|Welcome_to_the_Game_II|https://static-cdn.jtvnw.net/ttv-boxart/Welcome%20to%20the%20Game%20II-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Dead by Daylight|Dead_by_Daylight|https://static-cdn.jtvnw.net/ttv-boxart/Dead%20by%20Daylight-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"82","Tuesday 12th May 2020 21:13","616","31409","45308","3259","325.92","269708","26146.4","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Unlisted on Twitch|Unlisted_On_Twitch|https://static-cdn.jtvnw.net/ttv-boxart/404_boxart.png?imenable=1&impolicy=user-profile-picture&imwidth=100|Final Fantasy VII Remake|Final_Fantasy_VII_Remake|https://static-cdn.jtvnw.net/ttv-boxart/Final%20Fantasy%20VII%20Remake-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|TrackMania Turbo|TrackMania_Turbo|https://static-cdn.jtvnw.net/ttv-boxart/TrackMania%20Turbo-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Welcome to the Game II|Welcome_to_the_Game_II|https://static-cdn.jtvnw.net/ttv-boxart/Welcome%20to%20the%20Game%20II-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Halo: The Master Chief Collection|Halo_The_Master_Chief_Collection|https://static-cdn.jtvnw.net/ttv-boxart/./Halo:%20The%20Master%20Chief%20Collection-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"83","Monday 11th May 2020 20:02","567","33464","48600","2277","246.16","278111","29235.8","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Welcome to the Game II|Welcome_to_the_Game_II|https://static-cdn.jtvnw.net/ttv-boxart/Welcome%20to%20the%20Game%20II-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Subnautica: Below Zero|Subnautica_Below_Zero|https://static-cdn.jtvnw.net/ttv-boxart/./Subnautica:%20Below%20Zero-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Chess|Chess|https://static-cdn.jtvnw.net/ttv-boxart/Chess-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Squad|Squad|https://static-cdn.jtvnw.net/ttv-boxart/Squad-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"84","Sunday 10th May 2020 19:30","614","29793","42443","1641","164.12","263082","25948","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Assassin's Creed IV: Black Flag|Assassins_Creed_IV_Black_Flag|https://static-cdn.jtvnw.net/ttv-boxart/./Assassin%27s%20Creed%20IV:%20Black%20Flag-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Welcome to the Game II|Welcome_to_the_Game_II|https://static-cdn.jtvnw.net/ttv-boxart/Welcome%20to%20the%20Game%20II-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"85","Saturday 9th May 2020 22:08","636","28668","37461","2051","195.32","247316","23553.92","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Geometry Dash|Geometry_Dash|https://static-cdn.jtvnw.net/ttv-boxart/Geometry%20Dash-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Subnautica: Below Zero|Subnautica_Below_Zero|https://static-cdn.jtvnw.net/ttv-boxart/./Subnautica:%20Below%20Zero-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Welcome to the Game II|Welcome_to_the_Game_II|https://static-cdn.jtvnw.net/ttv-boxart/Welcome%20to%20the%20Game%20II-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|League of Legends|League_of_Legends|https://static-cdn.jtvnw.net/ttv-boxart/League%20of%20Legends-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Chess|Chess|https://static-cdn.jtvnw.net/ttv-boxart/Chess-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
