"","Stream start time","Stream length","Avg viewers","Peak viewers","Followers gained","Followers per hour","Views","Views per hour","Games"
"337","Friday 30th August 2019 14:22","787","18276","27580","1738","133.68","244230","18247.92","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Blair Witch|Blair_Witch|https://static-cdn.jtvnw.net/ttv-boxart/Blair%20Witch-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Cyberpunk 2077|Cyberpunk_2077|https://static-cdn.jtvnw.net/ttv-boxart/Cyberpunk%202077-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Counter-Strike: Global Offensive|Counter-Strike_Global_Offensive|https://static-cdn.jtvnw.net/ttv-boxart/./Counter-Strike:%20Global%20Offensive-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Overwatch|Overwatch|https://static-cdn.jtvnw.net/ttv-boxart/Overwatch-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"338","Thursday 29th August 2019 18:50","639","19744","25806","1499","142.76","174401","16348.68","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Marbles On Stream|Marbles_on_Stream|https://static-cdn.jtvnw.net/ttv-boxart/Marbles%20On%20Stream-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Counter-Strike: Global Offensive|Counter-Strike_Global_Offensive|https://static-cdn.jtvnw.net/ttv-boxart/./Counter-Strike:%20Global%20Offensive-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|The Dark Pictures Anthology: Man of Medan|Man_of_Medan|https://static-cdn.jtvnw.net/ttv-boxart/./The%20Dark%20Pictures%20Anthology:%20Man%20of%20Medan-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|The Jackbox Party Pack 4|The_Jackbox_Party_Pack_4|https://static-cdn.jtvnw.net/ttv-boxart/The%20Jackbox%20Party%20Pack%204-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Use Your Words|Use_Your_Words|https://static-cdn.jtvnw.net/ttv-boxart/Use%20Your%20Words-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"339","Wednesday 28th August 2019 20:15","539","15960","21196","1081","120.12","143919","15405.56","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Ancestors: The Humankind Odyssey|Ancestors_The_Humankind_Odyssey|https://static-cdn.jtvnw.net/ttv-boxart/./Ancestors:%20The%20Humankind%20Odyssey-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Half-Life 2|Half-Life_2|https://static-cdn.jtvnw.net/ttv-boxart/Half-Life%202-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Overwatch|Overwatch|https://static-cdn.jtvnw.net/ttv-boxart/Overwatch-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"340","Tuesday 27th August 2019 19:09","635","18416","22124","1824","177.96","182657","17338.72","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Ancestors: The Humankind Odyssey|Ancestors_The_Humankind_Odyssey|https://static-cdn.jtvnw.net/ttv-boxart/./Ancestors:%20The%20Humankind%20Odyssey-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Half-Life 2|Half-Life_2|https://static-cdn.jtvnw.net/ttv-boxart/Half-Life%202-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Counter-Strike: Global Offensive|Counter-Strike_Global_Offensive|https://static-cdn.jtvnw.net/ttv-boxart/./Counter-Strike:%20Global%20Offensive-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Marbles On Stream|Marbles_on_Stream|https://static-cdn.jtvnw.net/ttv-boxart/Marbles%20On%20Stream-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"341","Monday 26th August 2019 17:29","795","19803","29413","3075","236.52","283415","21801.16","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|The Jackbox Party Pack 5|Jackbox_Party_Pack_5|https://static-cdn.jtvnw.net/ttv-boxart/The%20Jackbox%20Party%20Pack%205-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Use Your Words|Use_Your_Words|https://static-cdn.jtvnw.net/ttv-boxart/Use%20Your%20Words-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|World of Warcraft|World_of_Warcraft|https://static-cdn.jtvnw.net/ttv-boxart/World%20of%20Warcraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Counter-Strike: Global Offensive|Counter-Strike_Global_Offensive|https://static-cdn.jtvnw.net/ttv-boxart/./Counter-Strike:%20Global%20Offensive-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Marbles On Stream|Marbles_on_Stream|https://static-cdn.jtvnw.net/ttv-boxart/Marbles%20On%20Stream-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"342","Sunday 25th August 2019 19:42","617","20987","27111","2097","209.72","197005","19108.52","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Counter-Strike: Global Offensive|Counter-Strike_Global_Offensive|https://static-cdn.jtvnw.net/ttv-boxart/./Counter-Strike:%20Global%20Offensive-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Marbles On Stream|Marbles_on_Stream|https://static-cdn.jtvnw.net/ttv-boxart/Marbles%20On%20Stream-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Payday 2|Payday_2|https://static-cdn.jtvnw.net/ttv-boxart/Payday%202-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Overwatch|Overwatch|https://static-cdn.jtvnw.net/ttv-boxart/Overwatch-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"343","Saturday 24th August 2019 20:56","663","16264","22511","2016","183.28","181723","16520.28","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Naruto Shippuden: Ultimate Ninja Storm 4|Naruto_Shippuden_Ultimate_Ninja_Storm_4|https://static-cdn.jtvnw.net/ttv-boxart/./Naruto%20Shippuden:%20Ultimate%20Ninja%20Storm%204-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Far Cry 3|Far_Cry_3|https://static-cdn.jtvnw.net/ttv-boxart/Far%20Cry%203-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Counter-Strike: Global Offensive|Counter-Strike_Global_Offensive|https://static-cdn.jtvnw.net/ttv-boxart/./Counter-Strike:%20Global%20Offensive-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Overwatch|Overwatch|https://static-cdn.jtvnw.net/ttv-boxart/Overwatch-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|StarCraft II|StarCraft_II|https://static-cdn.jtvnw.net/ttv-boxart/StarCraft%20II-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Marbles On Stream|Marbles_on_Stream|https://static-cdn.jtvnw.net/ttv-boxart/Marbles%20On%20Stream-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"344","Friday 23rd August 2019 16:00","629","20930","26052","1946","189.84","247810","24176.6","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Telling Lies|Telling_Lies|https://static-cdn.jtvnw.net/ttv-boxart/Telling%20Lies-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Overwatch|Overwatch|https://static-cdn.jtvnw.net/ttv-boxart/Overwatch-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Naruto Shippuden: Ultimate Ninja Storm 4|Naruto_Shippuden_Ultimate_Ninja_Storm_4|https://static-cdn.jtvnw.net/ttv-boxart/./Naruto%20Shippuden:%20Ultimate%20Ninja%20Storm%204-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"345","Thursday 22nd August 2019 22:06","578","17434","25510","3254","342.52","134285","14135.28","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Chess|Chess|https://static-cdn.jtvnw.net/ttv-boxart/Chess-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Games + Demos|Games_plus_Demos|https://static-cdn.jtvnw.net/ttv-boxart/Games%20+%20Demos-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Life Is Strange 2|Life_Is_Strange_2|https://static-cdn.jtvnw.net/ttv-boxart/Life%20Is%20Strange%202-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Undertale|Undertale|https://static-cdn.jtvnw.net/ttv-boxart/Undertale-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Slime Rancher|Slime_Rancher|https://static-cdn.jtvnw.net/ttv-boxart/Slime%20Rancher-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"346","Wednesday 21st August 2019 19:58","661","19161","23482","1487","138.32","193319","17454.96","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Stranded Deep|Stranded_Deep|https://static-cdn.jtvnw.net/ttv-boxart/Stranded%20Deep-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Jurassic World Evolution|Jurassic_World_Evolution|https://static-cdn.jtvnw.net/ttv-boxart/Jurassic%20World%20Evolution-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|For Honor|For_Honor|https://static-cdn.jtvnw.net/ttv-boxart/For%20Honor-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Payday 2|Payday_2|https://static-cdn.jtvnw.net/ttv-boxart/Payday%202-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Monopoly Plus|Monopoly_Plus|https://static-cdn.jtvnw.net/ttv-boxart/Monopoly%20Plus-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Pummel Party|Pummel_Party|https://static-cdn.jtvnw.net/ttv-boxart/Pummel%20Party-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Paladins|Paladins|https://static-cdn.jtvnw.net/ttv-boxart/Paladins-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"347","Tuesday 20th August 2019 20:44","630","17342","22396","1213","118.36","161580","15420.4","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Fishing: Barents Sea|Fishing_Barents_Sea|https://static-cdn.jtvnw.net/ttv-boxart/./Fishing:%20Barents%20Sea-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Planet Coaster|Planet_Coaster|https://static-cdn.jtvnw.net/ttv-boxart/Planet%20Coaster-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Undertale|Undertale|https://static-cdn.jtvnw.net/ttv-boxart/Undertale-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Totally Accurate Battle Simulator|Totally_Accurate_Battle_Simulator|https://static-cdn.jtvnw.net/ttv-boxart/Totally%20Accurate%20Battle%20Simulator-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"348","Monday 19th August 2019 19:38","621","24841","41585","3526","344","249462","23879.04","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Hitman 2|Hitman_2|https://static-cdn.jtvnw.net/ttv-boxart/Hitman%202-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Undertale|Undertale|https://static-cdn.jtvnw.net/ttv-boxart/Undertale-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Erica|Erica|https://static-cdn.jtvnw.net/ttv-boxart/Erica-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"349","Sunday 18th August 2019 22:27","617","17278","22554","1550","155","161230","15673.92","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Boogeyman|Boogeyman|https://static-cdn.jtvnw.net/ttv-boxart/Boogeyman-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Darq|Darq|https://static-cdn.jtvnw.net/ttv-boxart/Darq-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Hitman 2|Hitman_2|https://static-cdn.jtvnw.net/ttv-boxart/Hitman%202-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Overwatch|Overwatch|https://static-cdn.jtvnw.net/ttv-boxart/Overwatch-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"350","Saturday 17th August 2019 20:21","623","15835","22679","1529","149.16","172362","16310.04","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|No Man's Sky|No_Mans_Sky|https://static-cdn.jtvnw.net/ttv-boxart/No%20Man%27s%20Sky-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Remnant: From the Ashes|Remnant_From_the_ashes|https://static-cdn.jtvnw.net/ttv-boxart/./Remnant:%20From%20the%20Ashes-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"351","Friday 16th August 2019 19:00","629","17102","24002","1416","134.84","200011","18506.68","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|No Man's Sky|No_Mans_Sky|https://static-cdn.jtvnw.net/ttv-boxart/No%20Man%27s%20Sky-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Remnant: From the Ashes|Remnant_From_the_ashes|https://static-cdn.jtvnw.net/ttv-boxart/./Remnant:%20From%20the%20Ashes-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"352","Thursday 15th August 2019 22:09","335","19026","22994","1003","182.36","101166","18393.8","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Overwatch|Overwatch|https://static-cdn.jtvnw.net/ttv-boxart/Overwatch-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"353","Wednesday 14th August 2019 19:55","664","19712","23470","8233","748.44","215764","19152","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Apex Legends|apex_Legends|https://static-cdn.jtvnw.net/ttv-boxart/Apex%20Legends-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Rust|Rust|https://static-cdn.jtvnw.net/ttv-boxart/Rust-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"354","Tuesday 13th August 2019 20:29","750","21473","27546","3606","294.36","239818","19576.96","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Overwatch|Overwatch|https://static-cdn.jtvnw.net/ttv-boxart/Overwatch-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"355","Monday 12th August 2019 18:45","629","23521","38800","-304","-29.64","271952","25731.4","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Rust|Rust|https://static-cdn.jtvnw.net/ttv-boxart/Rust-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"356","Sunday 11th August 2019 21:21","683","16995","22511","2443","217.16","200801","17848.96","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Tattletail|Tattletail|https://static-cdn.jtvnw.net/ttv-boxart/Tattletail-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|NieR Automata|NieR_Automata|https://static-cdn.jtvnw.net/ttv-boxart/NieR%20Automata-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Counter-Strike: Global Offensive|Counter-Strike_Global_Offensive|https://static-cdn.jtvnw.net/ttv-boxart/./Counter-Strike:%20Global%20Offensive-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Dota 2|Dota_2|https://static-cdn.jtvnw.net/ttv-boxart/Dota%202-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Minecraft|Minecraft|https://static-cdn.jtvnw.net/ttv-boxart/Minecraft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"357","Saturday 10th August 2019 18:23","726","20892","26538","4674","389.52","237863","19191.92","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Tekken 7|Tekken_7|https://static-cdn.jtvnw.net/ttv-boxart/Tekken%207-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|The Long Dark|The_Long_Dark|https://static-cdn.jtvnw.net/ttv-boxart/The%20Long%20Dark-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Counter-Strike: Global Offensive|Counter-Strike_Global_Offensive|https://static-cdn.jtvnw.net/ttv-boxart/./Counter-Strike:%20Global%20Offensive-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Outlast|Outlast|https://static-cdn.jtvnw.net/ttv-boxart/Outlast-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"358","Friday 9th August 2019 20:41","678","19525","31281","5409","480.8","0","18776.96","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Kindergarten|Kindergarten|https://static-cdn.jtvnw.net/ttv-boxart/Kindergarten-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Tekken 7|Tekken_7|https://static-cdn.jtvnw.net/ttv-boxart/Tekken%207-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Dota 2|Dota_2|https://static-cdn.jtvnw.net/ttv-boxart/Dota%202-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Overwatch|Overwatch|https://static-cdn.jtvnw.net/ttv-boxart/Overwatch-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"359","Thursday 8th August 2019 17:37","697","20999","28728","2579","224.28","236476","20563.12","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Overwatch|Overwatch|https://static-cdn.jtvnw.net/ttv-boxart/Overwatch-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Bigfoot|Bigfoot|https://static-cdn.jtvnw.net/ttv-boxart/Bigfoot-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Dota 2|Dota_2|https://static-cdn.jtvnw.net/ttv-boxart/Dota%202-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Chess|Chess|https://static-cdn.jtvnw.net/ttv-boxart/Chess-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"360","Wednesday 7th August 2019 19:00","659","19236","25697","2184","198.56","221938","19381.64","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Half Dead 2|Half_Dead_2|https://static-cdn.jtvnw.net/ttv-boxart/Half%20Dead%202-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Secret Neighbor|Secret_Neighbor|https://static-cdn.jtvnw.net/ttv-boxart/Secret%20Neighbor-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Earth Defense Forces 5|Earth_Defense_Forces_5|https://static-cdn.jtvnw.net/ttv-boxart/Earth%20Defense%20Forces%205-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|I Wanna Be The Boshy|I_Wanna_Be_The_Boshy|https://static-cdn.jtvnw.net/ttv-boxart/I%20Wanna%20Be%20The%20Boshy-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Batman: Arkham City|Batman_Arkham_City|https://static-cdn.jtvnw.net/ttv-boxart/./Batman:%20Arkham%20City-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Dota 2|Dota_2|https://static-cdn.jtvnw.net/ttv-boxart/Dota%202-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Overwatch|Overwatch|https://static-cdn.jtvnw.net/ttv-boxart/Overwatch-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
