"","Stream start time","Stream length","Avg viewers","Peak viewers","Followers gained","Followers per hour","Views","Views per hour","Games"
"235","Saturday 7th December 2019 20:12","677","22256","28100","2479","220.36","198241","17052.72","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Welcome to the Game II|Welcome_to_the_Game_II|https://static-cdn.jtvnw.net/ttv-boxart/Welcome%20to%20the%20Game%20II-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Tom Clancy's Rainbow Six: Siege|Tom_Clancys_Rainbow_Six_Siege|https://static-cdn.jtvnw.net/ttv-boxart/./Tom%20Clancy%27s%20Rainbow%20Six:%20Siege-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Raft|Raft|https://static-cdn.jtvnw.net/ttv-boxart/Raft-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Getting Over It|Getting_Over_It|https://static-cdn.jtvnw.net/ttv-boxart/Getting%20Over%20It-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"236","Friday 6th December 2019 19:24","770","20921","26372","1706","133.8","195296","14876.72","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Games + Demos|Games_plus_Demos|https://static-cdn.jtvnw.net/ttv-boxart/Games%20+%20Demos-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|The Beginner's Guide|The_Beginners_Guide|https://static-cdn.jtvnw.net/ttv-boxart/The%20Beginner%27s%20Guide-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Unlisted on Twitch|Unlisted_On_Twitch|https://static-cdn.jtvnw.net/ttv-boxart/404_boxart.png?imenable=1&impolicy=user-profile-picture&imwidth=100|Uncharted 4: A Thief's End|Uncharted_4_A_Thiefs_End|https://static-cdn.jtvnw.net/ttv-boxart/./Uncharted%204:%20A%20Thief%27s%20End-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Monopoly Plus|Monopoly_Plus|https://static-cdn.jtvnw.net/ttv-boxart/Monopoly%20Plus-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"237","Thursday 5th December 2019 20:40","664","21353","26846","1755","159.56","165729","14571.44","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Sekiro: Shadows Die Twice|Sekiro_Shadows_Die_Twice|https://static-cdn.jtvnw.net/ttv-boxart/./Sekiro:%20Shadows%20Die%20Twice-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"238","Wednesday 4th December 2019 19:39","680","21251","27895","2248","199.84","192626","16886.12","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Life Is Strange 2|Life_Is_Strange_2|https://static-cdn.jtvnw.net/ttv-boxart/Life%20Is%20Strange%202-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|The Jackbox Party Pack 5|Jackbox_Party_Pack_5|https://static-cdn.jtvnw.net/ttv-boxart/The%20Jackbox%20Party%20Pack%205-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Counter-Strike: Global Offensive|Counter-Strike_Global_Offensive|https://static-cdn.jtvnw.net/ttv-boxart/./Counter-Strike:%20Global%20Offensive-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Sekiro: Shadows Die Twice|Sekiro_Shadows_Die_Twice|https://static-cdn.jtvnw.net/ttv-boxart/./Sekiro:%20Shadows%20Die%20Twice-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"239","Tuesday 3rd December 2019 16:30","704","21129","25764","2366","201.36","263721","21740","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Halo: The Master Chief Collection|Halo_The_Master_Chief_Collection|https://static-cdn.jtvnw.net/ttv-boxart/./Halo:%20The%20Master%20Chief%20Collection-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|GTFO|GTFO|https://static-cdn.jtvnw.net/ttv-boxart/GTFO-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"240","Monday 2nd December 2019 20:30","614","23180","27141","1609","156.96","190947","18200.08","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Trials Rising|Trials_Rising|https://static-cdn.jtvnw.net/ttv-boxart/Trials%20Rising-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Scribblenauts Unlimited|Scribblenauts_Unlimited|https://static-cdn.jtvnw.net/ttv-boxart/Scribblenauts%20Unlimited-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|The Game of Life|The_Game_of_Life|https://static-cdn.jtvnw.net/ttv-boxart/The%20Game%20of%20Life-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Uno|Uno|https://static-cdn.jtvnw.net/ttv-boxart/Uno-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Clue/Cluedo The Classic Mystery Game|Clue_Cluedo_The_Classic_Mystery_Game|https://static-cdn.jtvnw.net/ttv-boxart/Clue/Cluedo%20The%20Classic%20Mystery%20Game-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|RISK: Factions|RISK_Factions|https://static-cdn.jtvnw.net/ttv-boxart/./RISK:%20Factions-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Worms W.M.D|Worms_W.M.D|https://static-cdn.jtvnw.net/ttv-boxart/Worms%20W.M.D-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Tekken 7|Tekken_7|https://static-cdn.jtvnw.net/ttv-boxart/Tekken%207-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"241","Sunday 1st December 2019 20:45","644","27117","34261","2154","200.36","206670","18771.08","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Lucius|Lucius|https://static-cdn.jtvnw.net/ttv-boxart/Lucius-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Monopoly Plus|Monopoly_Plus|https://static-cdn.jtvnw.net/ttv-boxart/Monopoly%20Plus-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Counter-Strike: Global Offensive|Counter-Strike_Global_Offensive|https://static-cdn.jtvnw.net/ttv-boxart/./Counter-Strike:%20Global%20Offensive-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"242","Saturday 30th November 2019 21:40","649","22416","27817","2357","219.24","190691","17299.64","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Dragon Ball FighterZ|Dragon_Ball_Fighters|https://static-cdn.jtvnw.net/ttv-boxart/Dragon%20Ball%20FighterZ-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|TrackMania Turbo|TrackMania_Turbo|https://static-cdn.jtvnw.net/ttv-boxart/TrackMania%20Turbo-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|TrackMania² Stadium|TrackMania²_Stadium|https://static-cdn.jtvnw.net/ttv-boxart/TrackMania%C2%B2%20Stadium-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Scary Tales|Scary_Tales|https://static-cdn.jtvnw.net/ttv-boxart/Scary%20Tales-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Games + Demos|Games_plus_Demos|https://static-cdn.jtvnw.net/ttv-boxart/Games%20+%20Demos-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Counter-Strike: Global Offensive|Counter-Strike_Global_Offensive|https://static-cdn.jtvnw.net/ttv-boxart/./Counter-Strike:%20Global%20Offensive-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Tekken 7|Tekken_7|https://static-cdn.jtvnw.net/ttv-boxart/Tekken%207-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"243","Friday 29th November 2019 20:15","629","20255","25192","1835","174.76","174013","16104","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Sea of Thieves|Sea_of_Thieves|https://static-cdn.jtvnw.net/ttv-boxart/Sea%20of%20Thieves-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Counter-Strike: Global Offensive|Counter-Strike_Global_Offensive|https://static-cdn.jtvnw.net/ttv-boxart/./Counter-Strike:%20Global%20Offensive-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Dragon Ball FighterZ|Dragon_Ball_Fighters|https://static-cdn.jtvnw.net/ttv-boxart/Dragon%20Ball%20FighterZ-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"244","Thursday 28th November 2019 19:28","646","30082","38984","3163","301.24","212752","19688.48","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|SCP Containment Breach|SCP_Containment_Breach|https://static-cdn.jtvnw.net/ttv-boxart/SCP%20Containment%20Breach-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Emily Wants to Play Too|Emily_Wants_to_Play_Too|https://static-cdn.jtvnw.net/ttv-boxart/Emily%20Wants%20to%20Play%20Too-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Counter-Strike: Global Offensive|Counter-Strike_Global_Offensive|https://static-cdn.jtvnw.net/ttv-boxart/./Counter-Strike:%20Global%20Offensive-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"245","Wednesday 27th November 2019 20:11","663","21739","26951","1855","168.64","182071","16057.72","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Metro Sim Hustle|Metro_Sim_Hustle|https://static-cdn.jtvnw.net/ttv-boxart/Metro%20Sim%20Hustle-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Hollow Knight|Hollow_Knight|https://static-cdn.jtvnw.net/ttv-boxart/Hollow%20Knight-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|SCP: Secret Laboratory|SCP_Secret_Laboratory|https://static-cdn.jtvnw.net/ttv-boxart/./SCP:%20Secret%20Laboratory-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|PC Building Simulator|PC_Building_Simulator|https://static-cdn.jtvnw.net/ttv-boxart/PC%20Building%20Simulator-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Counter-Strike: Global Offensive|Counter-Strike_Global_Offensive|https://static-cdn.jtvnw.net/ttv-boxart/./Counter-Strike:%20Global%20Offensive-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|ARK|ARK|https://static-cdn.jtvnw.net/ttv-boxart/ARK-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"246","Tuesday 26th November 2019 17:21","728","21045","26475","3316","276.32","202758","16540.24","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Marbles On Stream|Marbles_on_Stream|https://static-cdn.jtvnw.net/ttv-boxart/Marbles%20On%20Stream-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Age of Empires II: Definitive Edition|age_of_Empires_II_Definitive_Edition|https://static-cdn.jtvnw.net/ttv-boxart/./Age%20of%20Empires%20II:%20Definitive%20Edition-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Steep|Steep|https://static-cdn.jtvnw.net/ttv-boxart/Steep-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Fortnite|Fortnite|https://static-cdn.jtvnw.net/ttv-boxart/Fortnite-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|imscared|imscared|https://static-cdn.jtvnw.net/ttv-boxart/imscared-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Counter-Strike: Global Offensive|Counter-Strike_Global_Offensive|https://static-cdn.jtvnw.net/ttv-boxart/./Counter-Strike:%20Global%20Offensive-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"247","Monday 25th November 2019 19:11","408","21133","25747","56785","8412.6","133543","18461.48","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|EA Sports UFC 3|EA_Sports_UFC_3|https://static-cdn.jtvnw.net/ttv-boxart/EA%20Sports%20UFC%203-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Nun Massacre|Nun_Massacre|https://static-cdn.jtvnw.net/ttv-boxart/Nun%20Massacre-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Fortnite|Fortnite|https://static-cdn.jtvnw.net/ttv-boxart/Fortnite-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Tom Clancy's Rainbow Six: Siege|Tom_Clancys_Rainbow_Six_Siege|https://static-cdn.jtvnw.net/ttv-boxart/./Tom%20Clancy%27s%20Rainbow%20Six:%20Siege-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"248","Sunday 24th November 2019 20:22","622","25108","30395","2258","225.8","185648","18274.32","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Night Shift|Night_Shift|https://static-cdn.jtvnw.net/ttv-boxart/Night%20Shift-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Scary Tales|Scary_Tales|https://static-cdn.jtvnw.net/ttv-boxart/Scary%20Tales-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|EA Sports UFC 3|EA_Sports_UFC_3|https://static-cdn.jtvnw.net/ttv-boxart/EA%20Sports%20UFC%203-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Counter-Strike: Global Offensive|Counter-Strike_Global_Offensive|https://static-cdn.jtvnw.net/ttv-boxart/./Counter-Strike:%20Global%20Offensive-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"249","Saturday 23rd November 2019 20:17","657","25756","32722","2992","278.32","198777","18034.8","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|EA Sports UFC 3|EA_Sports_UFC_3|https://static-cdn.jtvnw.net/ttv-boxart/EA%20Sports%20UFC%203-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Counter-Strike: Global Offensive|Counter-Strike_Global_Offensive|https://static-cdn.jtvnw.net/ttv-boxart/./Counter-Strike:%20Global%20Offensive-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"250","Friday 22nd November 2019 19:32","657","18802","23717","211","19.64","173178","15775.08","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Titanfall 2|Titanfall_2|https://static-cdn.jtvnw.net/ttv-boxart/Titanfall%202-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|The Jackbox Party Pack 5|Jackbox_Party_Pack_5|https://static-cdn.jtvnw.net/ttv-boxart/The%20Jackbox%20Party%20Pack%205-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Use Your Words|Use_Your_Words|https://static-cdn.jtvnw.net/ttv-boxart/Use%20Your%20Words-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Counter-Strike: Global Offensive|Counter-Strike_Global_Offensive|https://static-cdn.jtvnw.net/ttv-boxart/./Counter-Strike:%20Global%20Offensive-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"251","Thursday 21st November 2019 19:03","686","19475","29807","1591","141.44","173590","15430.24","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Star Citizen|Star_Citizen|https://static-cdn.jtvnw.net/ttv-boxart/Star%20Citizen-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Rust|Rust|https://static-cdn.jtvnw.net/ttv-boxart/Rust-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Counter-Strike: Global Offensive|Counter-Strike_Global_Offensive|https://static-cdn.jtvnw.net/ttv-boxart/./Counter-Strike:%20Global%20Offensive-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"252","Wednesday 20th November 2019 19:32","672","18101","24891","1551","141","156860","13831.56","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Red Dead Redemption 2|Red_Dead_Redemption_2|https://static-cdn.jtvnw.net/ttv-boxart/Red%20Dead%20Redemption%202-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Games + Demos|Games_plus_Demos|https://static-cdn.jtvnw.net/ttv-boxart/Games%20+%20Demos-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Counter-Strike: Global Offensive|Counter-Strike_Global_Offensive|https://static-cdn.jtvnw.net/ttv-boxart/./Counter-Strike:%20Global%20Offensive-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Rust|Rust|https://static-cdn.jtvnw.net/ttv-boxart/Rust-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"253","Tuesday 19th November 2019 20:38","636","19762","26655","1528","145.52","117645","15266.2","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Sekiro: Shadows Die Twice|Sekiro_Shadows_Die_Twice|https://static-cdn.jtvnw.net/ttv-boxart/./Sekiro:%20Shadows%20Die%20Twice-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|House Flipper|House_Flipper|https://static-cdn.jtvnw.net/ttv-boxart/House%20Flipper-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Rust|Rust|https://static-cdn.jtvnw.net/ttv-boxart/Rust-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"254","Monday 18th November 2019 20:39","605","19813","22807","1569","156.92","167866","16316.2","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Thief Simulator|Thief_Simulator|https://static-cdn.jtvnw.net/ttv-boxart/Thief%20Simulator-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|The Thrill of the Fight|The_Thrill_of_the_Fight|https://static-cdn.jtvnw.net/ttv-boxart/The%20Thrill%20of%20the%20Fight-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Eleven: Table Tennis VR|Eleven_Table_Tennis_VR|https://static-cdn.jtvnw.net/ttv-boxart/./Eleven:%20Table%20Tennis%20VR-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Pistol Whip|Pistol_Whip|https://static-cdn.jtvnw.net/ttv-boxart/Pistol%20Whip-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Beat Saber|Beat_Saber|https://static-cdn.jtvnw.net/ttv-boxart/Beat%20Saber-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Counter-Strike: Global Offensive|Counter-Strike_Global_Offensive|https://static-cdn.jtvnw.net/ttv-boxart/./Counter-Strike:%20Global%20Offensive-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Rust|Rust|https://static-cdn.jtvnw.net/ttv-boxart/Rust-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|The Exorcist: Legion VR|The_Exorcist_Legion_VR|https://static-cdn.jtvnw.net/ttv-boxart/./The%20Exorcist:%20Legion%20VR-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"255","Sunday 17th November 2019 20:05","714","22182","29283","2472","210.4","193219","16176.16","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Star Wars Jedi: Fallen Order|Star_Wars_Jedi_Fallen_order|https://static-cdn.jtvnw.net/ttv-boxart/./Star%20Wars%20Jedi:%20Fallen%20Order-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Superliminal|Superliminal|https://static-cdn.jtvnw.net/ttv-boxart/Superliminal-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Rust|Rust|https://static-cdn.jtvnw.net/ttv-boxart/Rust-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Red Dead Redemption 2|Red_Dead_Redemption_2|https://static-cdn.jtvnw.net/ttv-boxart/Red%20Dead%20Redemption%202-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"256","Saturday 16th November 2019 19:10","784","19260","23244","5089","391.48","205077","15460.48","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Star Wars Jedi: Fallen Order|Star_Wars_Jedi_Fallen_order|https://static-cdn.jtvnw.net/ttv-boxart/./Star%20Wars%20Jedi:%20Fallen%20Order-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"257","Thursday 14th November 2019 18:57","947","25577","32315","9342","602.72","331501","20893.28","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Pokémon Sword/Shield|Pokemon_for_Nintendo_Switch_Working_Title_|https://static-cdn.jtvnw.net/ttv-boxart/Pok%C3%A9mon%20Sword/Shield-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"258","Wednesday 13th November 2019 19:27","857","22337","25720","4325","308.92","229217","16045.2","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Need for Speed Heat|Need_for_Speed_2019_working_title_|https://static-cdn.jtvnw.net/ttv-boxart/Need%20for%20Speed%20Heat-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Rust|Rust|https://static-cdn.jtvnw.net/ttv-boxart/Rust-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Counter-Strike: Global Offensive|Counter-Strike_Global_Offensive|https://static-cdn.jtvnw.net/ttv-boxart/./Counter-Strike:%20Global%20Offensive-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Overwatch|Overwatch|https://static-cdn.jtvnw.net/ttv-boxart/Overwatch-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"259","Tuesday 12th November 2019 20:51","758","29251","35985","7355","588.4","242813","18988.96","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Overwatch|Overwatch|https://static-cdn.jtvnw.net/ttv-boxart/Overwatch-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"260","Monday 11th November 2019 19:52","712","18288","23756","3222","274.2","106515","13782.4","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Keep Talking and Nobody Explodes|Keep_Talking_and_Nobody_Explodes|https://static-cdn.jtvnw.net/ttv-boxart/Keep%20Talking%20and%20Nobody%20Explodes-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Stigmatized Property|Stigmatized_Property|https://static-cdn.jtvnw.net/ttv-boxart/Stigmatized%20Property-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Metal Gear Solid V: Ground Zeroes|Metal_Gear_Solid_V_Ground_Zeroes|https://static-cdn.jtvnw.net/ttv-boxart/./Metal%20Gear%20Solid%20V:%20Ground%20Zeroes-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Metal Gear Solid V: The Phantom Pain|Metal_Gear_Solid_V_The_Phantom_Pain|https://static-cdn.jtvnw.net/ttv-boxart/./Metal%20Gear%20Solid%20V:%20The%20Phantom%20Pain-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Counter-Strike: Global Offensive|Counter-Strike_Global_Offensive|https://static-cdn.jtvnw.net/ttv-boxart/./Counter-Strike:%20Global%20Offensive-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"261","Sunday 10th November 2019 17:44","630","25273","36354","2771","270.36","191419","18157.36","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Death Stranding|Death_Stranding|https://static-cdn.jtvnw.net/ttv-boxart/Death%20Stranding-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Counter-Strike: Global Offensive|Counter-Strike_Global_Offensive|https://static-cdn.jtvnw.net/ttv-boxart/./Counter-Strike:%20Global%20Offensive-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"262","Saturday 9th November 2019 20:09","785","20969","24871","2705","208.08","218323","16794.08","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Death Stranding|Death_Stranding|https://static-cdn.jtvnw.net/ttv-boxart/Death%20Stranding-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"263","Friday 8th November 2019 19:28","736","23144","27436","2688","219.44","225040","17802.84","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Use Your Words|Use_Your_Words|https://static-cdn.jtvnw.net/ttv-boxart/Use%20Your%20Words-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100|Death Stranding|Death_Stranding|https://static-cdn.jtvnw.net/ttv-boxart/Death%20Stranding-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
